rowNumber,product_code,product_name,id
"1331","'C00085","SOGGO SPRAY PAINT ORANGE (C671)","837"
"1332","'C00086","SAINT GOBAIN SPRAY PAINT FLUORESCENT GREEN (JL414)","838"
"1333","'C00087","COSMOS SPRAY PAINT GOLD(2595)","839"
"1334","'C00094","STANDARD COTTON MULTI COLOUR THREAD ROYAL GUN KNITTING YARN 10GMS","840"
"1335","'C00095","STANDARD COTTON YELLOW COLOUR THREAD ROYAL GUN KNITTING YARN 10GMS","841"
"1336","'C00096","STANDARD COTTON VIOLET COLOUR THREAD ROYAL GUN KNITTING YARN 10GMS","842"
"1337","'C00097","STANDARD COTTON BLUE COLOUR THREAD ROYAL GUN KNITTING YARN 10GMS","843"
"1338","'C00098","STANDARD COTTON BLACK COLOUR THREAD ROYAL GUN KNITTING YARN 10GMS","844"
"1339","'C00099","STANDARD COTTON PURPLE COLOUR THREAD ROYAL GUN KNITTING YARN 10GMS","845"
"1340","'C00100","PICNIC KNITTING YARN COTTON (COTTON THREAD) COLD PURPLE","846"
"1341","'C00101","PICNIC KNITTING YARN COTTON (COTTON THREAD) BRIGHT SUN","847"
"1342","'C00102","PICNIC KNITTING YARN COTTON (COTTON THREAD) BLACK","848"
"1343","'C00103","PICNIC KNITTING YARN COTTON (COTTON THREAD) CREAM","849"
"1344","'C00104","PICNIC KNITTING YARN COTTON (COTTON THREAD) BLUE MIST","850"
"1345","'C00105","PICNIC KNITTING YARN COTTON (COTTON THREAD) TIFFANY BLUE","851"
"1346","'C00106","PICNIC KNITTING YARN COTTON (COTTON THREAD) STERLING RED","852"
"1347","'C00107","PICNIC KNITTING YARN COTTON (COTTON THREAD) ARMY GREEN","853"
"1348","'C00109","WOOL LIGHT PINK COLOUR","854"
"1349","'C00110","WOOL PALE GREEN COLOUR","855"
"1350","'C00111","WOOL ORANGE COLOUR","856"
"1351","'C00112","WOOL PURPLE COLOUR","857"
"1352","'C00113","WOOL BLACK COLOUR","858"
"1353","'C00114","WOOL MAROON COLOUR","859"
"1354","'C00120","CHENILLE STEM (PIPE CLEANER) METALLIC RED","860"
"1355","'C00121","CHENILLE STEM (PIPE CLEANER) METALLIC SILVER","861"
"1356","'C00122","CHENILLE STEM (PIPE CLEANER) METALLIC ORANGE","862"
"1357","'C00123","CHENILLE STEM (PIPE CLEANER) METALLIC GREEN","863"
"1358","'C00124","CHENILLE STEM (PIPE CLEANER) METALLIC PINK","864"
"1359","'C00125","CHENILLE STEM (PIPE CLEANER) METALLIC GOLD","865"
"1360","'C00126","CHENILLE STEM (PIPE CLEANER) METALLIC BLACK","866"
"1361","'C00127","CHENILLE STEM (PIPE CLEANER) METALLIC WHITE","867"
"1362","'C00128","CHENILLE STEM (PIPE CLEANER) METALLIC BLUE","868"
"1363","'C00129","CHENILLE STEM (PIPE CLEANER) METALLIC PURPLE","869"
"1364","'C00131","CHENILLE STEM (PIPE CLEANER) PASTLE VIOLET","870"
"1365","'C00132","CHENILLE STEM (PIPE CLEANER) PASTLE GREEN","871"
"1366","'C00133","CHENILLE STEM (PIPE CLEANER) PASTLE PINK","872"
"1367","'C00134","CHENILLE STEM (PIPE CLEANER) PASTLE PEACH","873"
"1368","'C00147","KHYATI STAINLESS STEEL SCALE 30CMS","874"
"1369","'C00150","BLANKIE KNITTING YARN POLYSTER 100GMS BLK011","875"
"1370","'C00151","BLANKIE KNITTING YARN POLYSTER 100GMS BLK007","876"
"1371","'C00152","BLANKIE KNITTING YARN POLYSTER 100GMS BLM026","877"
"1372","'C00153","BLANKIE KNITTING YARN POLYSTER 100GMS BLM007","878"
"1373","'C00154","BLANKIE KNITTING YARN POLYSTER 100GMS BLM018","879"
"1374","'C00155","BLANKIE KNITTING YARN POLYSTER 100GMS BLK028","880"
"1375","'C00156","BLANKIE KNITTING YARN POLYSTER 100GMS BLK031","881"
"1376","'C00157","BLANKIE KNITTING YARN POLYSTER 100GMS BLK017","882"
"1377","'C00158","BLANKIE KNITTING YARN POLYSTER 100GMS BLK024","883"
"1378","'C00159","BLANKIE KNITTING YARN POLYSTER 100GMS BLK026","884"
"1379","'C00160","BLANKIE KNITTING YARN POLYSTER 100GMS BLK004","885"
"1380","'C00161","BLANKIE KNITTING YARN POLYSTER 100GMS BLK033","886"
"1381","'C00162","BLANKIE KNITTING YARN POLYSTER 100GMS BLK002","887"
"1382","'C00163","BLANKIE KNITTING YARN POLYSTER 100GMS BLK008","888"
"1383","'C00164","BLANKIE KNITTING YARN POLYSTER 100GMS BLK025","889"
"1390","'C00260","TRANSPARENT POUCH B","890"
"1391","'C00269","PENCIL POUCH","891"
"1396","'C00366","KDP ERASABLE GEL PEN","892"
"1413","'C00468","KDP RUBBER BAND 10GM","893"
"1443","'C00549","SOFT KICK BALL NO. 1","894"
"1467","'C00610","CT-8800GC CALCULATOR","895"
